19,11,255,rgba
0,0,144,37,17,
1,0,144,37,17,
2,0,144,37,17,
3,0,127,127,127,
4,0,144,37,17,
5,0,144,37,17,
6,0,144,37,17,
7,0,144,37,17,
8,0,144,37,17,
9,0,144,37,17,
10,0,144,37,17,
11,0,127,127,127,
12,0,144,37,17,
13,0,144,37,17,
14,0,144,37,17,
15,0,144,37,17,
16,0,144,37,17,
17,0,144,37,17,
18,0,144,37,17,
0,1,144,37,17,
1,1,144,37,17,
2,1,144,37,17,
3,1,127,127,127,
4,1,144,37,17,
5,1,144,37,17,
6,1,144,37,17,
7,1,144,37,17,
8,1,144,37,17,
9,1,144,37,17,
10,1,144,37,17,
11,1,127,127,127,
12,1,144,37,17,
13,1,144,37,17,
14,1,144,37,17,
15,1,144,37,17,
16,1,144,37,17,
17,1,144,37,17,
18,1,144,37,17,
0,2,144,37,17,
1,2,144,37,17,
2,2,144,37,17,
3,2,127,127,127,
4,2,144,37,17,
5,2,144,37,17,
6,2,144,37,17,
7,2,144,37,17,
8,2,144,37,17,
9,2,144,37,17,
10,2,144,37,17,
11,2,127,127,127,
12,2,144,37,17,
13,2,144,37,17,
14,2,144,37,17,
15,2,144,37,17,
16,2,144,37,17,
17,2,144,37,17,
18,2,144,37,17,
0,3,127,127,127,
1,3,127,127,127,
2,3,127,127,127,
3,3,127,127,127,
4,3,127,127,127,
5,3,127,127,127,
6,3,127,127,127,
7,3,127,127,127,
8,3,127,127,127,
9,3,127,127,127,
10,3,127,127,127,
11,3,127,127,127,
12,3,127,127,127,
13,3,127,127,127,
14,3,127,127,127,
15,3,127,127,127,
16,3,127,127,127,
17,3,127,127,127,
18,3,127,127,127,
0,4,144,37,17,
1,4,144,37,17,
2,4,144,37,17,
3,4,144,37,17,
4,4,144,37,17,
5,4,144,37,17,
6,4,144,37,17,
7,4,127,127,127,
8,4,144,37,17,
9,4,144,37,17,
10,4,144,37,17,
11,4,144,37,17,
12,4,144,37,17,
13,4,144,37,17,
14,4,144,37,17,
15,4,127,127,127,
16,4,144,37,17,
17,4,144,37,17,
18,4,144,37,17,
0,5,144,37,17,
1,5,144,37,17,
2,5,144,37,17,
3,5,144,37,17,
4,5,144,37,17,
5,5,144,37,17,
6,5,144,37,17,
7,5,127,127,127,
8,5,144,37,17,
9,5,144,37,17,
10,5,144,37,17,
11,5,144,37,17,
12,5,144,37,17,
13,5,144,37,17,
14,5,144,37,17,
15,5,127,127,127,
16,5,144,37,17,
17,5,144,37,17,
18,5,144,37,17,
0,6,144,37,17,
1,6,144,37,17,
2,6,144,37,17,
3,6,144,37,17,
4,6,144,37,17,
5,6,144,37,17,
6,6,144,37,17,
7,6,127,127,127,
8,6,144,37,17,
9,6,144,37,17,
10,6,144,37,17,
11,6,144,37,17,
12,6,144,37,17,
13,6,144,37,17,
14,6,144,37,17,
15,6,127,127,127,
16,6,144,37,17,
17,6,144,37,17,
18,6,144,37,17,
0,7,127,127,127,
1,7,127,127,127,
2,7,127,127,127,
3,7,127,127,127,
4,7,127,127,127,
5,7,127,127,127,
6,7,127,127,127,
7,7,127,127,127,
8,7,127,127,127,
9,7,127,127,127,
10,7,127,127,127,
11,7,127,127,127,
12,7,127,127,127,
13,7,127,127,127,
14,7,127,127,127,
15,7,127,127,127,
16,7,127,127,127,
17,7,127,127,127,
18,7,127,127,127,
0,8,144,37,17,
1,8,144,37,17,
2,8,144,37,17,
3,8,127,127,127,
4,8,144,37,17,
5,8,144,37,17,
6,8,144,37,17,
7,8,144,37,17,
8,8,144,37,17,
9,8,144,37,17,
10,8,144,37,17,
11,8,127,127,127,
12,8,144,37,17,
13,8,144,37,17,
14,8,144,37,17,
15,8,144,37,17,
16,8,144,37,17,
17,8,144,37,17,
18,8,144,37,17,
0,9,144,37,17,
1,9,144,37,17,
2,9,144,37,17,
3,9,127,127,127,
4,9,144,37,17,
5,9,144,37,17,
6,9,144,37,17,
7,9,144,37,17,
8,9,144,37,17,
9,9,144,37,17,
10,9,144,37,17,
11,9,127,127,127,
12,9,144,37,17,
13,9,144,37,17,
14,9,144,37,17,
15,9,144,37,17,
16,9,144,37,17,
17,9,144,37,17,
18,9,144,37,17,
0,10,144,37,17,
1,10,144,37,17,
2,10,144,37,17,
3,10,127,127,127,
4,10,144,37,17,
5,10,144,37,17,
6,10,144,37,17,
7,10,144,37,17,
8,10,144,37,17,
9,10,144,37,17,
10,10,144,37,17,
11,10,127,127,127,
12,10,144,37,17,
13,10,144,37,17,
14,10,144,37,17,
15,10,144,37,17,
16,10,144,37,17,
17,10,144,37,17,
18,10,144,37,17,
